id,tweet,bow,match,polarity
834, globalhalifax I have never been one to beg for help but the federal governments response when it comes to the foodservice industry,"{'globalhalifax': 1, 'i': 1, 'have': 1, 'never': 1, 'been': 1, 'one': 1, 'to': 2, 'beg': 1, 'for': 1, 'help': 1, 'but': 1, 'the': 2, 'federal': 1, 'governments': 1, 'response': 1, 'when': 1, 'it': 1, 'comes': 1, 'foodservice': 1, 'industry': 1}",{'beg': 1},negative
835, halifaxnoise A Halifax family explains what its like to have COVID19 via timbousquet ,"{'halifaxnoise': 1, 'a': 1, 'halifax': 1, 'family': 1, 'explains': 1, 'what': 1, 'its': 1, 'like': 1, 'to': 1, 'have': 1, 'covid19': 1, 'via': 1, 'timbousquet': 1}",{'like': 1},positive
836,There is a news paper for Halifax county called The Daily Herald and they have a peoples choice voting thing for ,"{'there': 1, 'is': 1, 'a': 2, 'news': 1, 'paper': 1, 'for': 2, 'halifax': 1, 'county': 1, 'called': 1, 'the': 1, 'daily': 1, 'herald': 1, 'and': 1, 'they': 1, 'have': 1, 'peoples': 1, 'choice': 1, 'voting': 1, 'thing': 1}",{},neutral
837,JodySmithNFL louisafaux Happy Birthday Brandonfrom Halifax Nova Scotia Canada,"{'jodysmithnfl': 1, 'louisafaux': 1, 'happy': 1, 'birthday': 1, 'brandonfrom': 1, 'halifax': 1, 'nova': 1, 'scotia': 1, 'canada': 1}",{'happy': 1},positive
838,Im creating some TShirts for saleA portion of the sales will go to local food banks in Nova Scotia20  tax  ,"{'im': 1, 'creating': 1, 'some': 1, 'tshirts': 1, 'for': 1, 'salea': 1, 'portion': 1, 'of': 1, 'the': 1, 'sales': 1, 'will': 1, 'go': 1, 'to': 1, 'local': 1, 'food': 1, 'banks': 1, 'in': 1, 'nova': 1, 'scotia20': 1, 'tax': 1}",{},neutral
839, SHBordenColley Halifax Regional Police officer tests positive for COVID19 as NS cases rise to 428  CBC News ,"{'shbordencolley': 1, 'halifax': 1, 'regional': 1, 'police': 1, 'officer': 1, 'tests': 1, 'positive': 1, 'for': 1, 'covid19': 1, 'as': 1, 'ns': 1, 'cases': 1, 'rise': 1, 'to': 1, '428': 1, 'cbc': 1, 'news': 1}",{'positive': 1},positive
840,From surreybc to winnipeg to toronto to halifax toeverywhere Cops out acab ftp policingkills cdnpoli ,"{'from': 1, 'surreybc': 1, 'to': 3, 'winnipeg': 1, 'toronto': 1, 'halifax': 1, 'toeverywhere': 1, 'cops': 1, 'out': 1, 'acab': 1, 'ftp': 1, 'policingkills': 1, 'cdnpoli': 1}",{},neutral
841, battisctv Too bad this pandemic is keeping people from seeing these stunning newly restored panels covered over for many decades at H,"{'battisctv': 1, 'too': 1, 'bad': 1, 'this': 1, 'pandemic': 1, 'is': 1, 'keeping': 1, 'people': 1, 'from': 1, 'seeing': 1, 'these': 1, 'stunning': 1, 'newly': 1, 'restored': 1, 'panels': 1, 'covered': 1, 'over': 1, 'for': 1, 'many': 1, 'decades': 1, 'at': 1, 'h': 1}","{'bad': 1, 'stunning': 1, 'restored': 1}",positive
842,chocoTaco PlayVALORANT RiotZiegler RiotSuperCakes I am still going to watch you and Halifax even if you dont ,"{'chocotaco': 1, 'playvalorant': 1, 'riotziegler': 1, 'riotsupercakes': 1, 'i': 1, 'am': 1, 'still': 1, 'going': 1, 'to': 1, 'watch': 1, 'you': 2, 'and': 1, 'halifax': 1, 'even': 1, 'if': 1, 'dont': 1}",{},neutral
843, ADRIANSYSNET Tiller K 1982 Late Chartism Halifax 184758 In Epstein J Thompson D eds The Chartist Experience Studies in Wo,"{'adriansysnet': 1, 'tiller': 1, 'k': 1, '1982': 1, 'late': 1, 'chartism': 1, 'halifax': 1, '184758': 1, 'in': 2, 'epstein': 1, 'j': 1, 'thompson': 1, 'd': 1, 'eds': 1, 'the': 1, 'chartist': 1, 'experience': 1, 'studies': 1, 'wo': 1}",{},neutral
844, ReprtrPatHealey The EasterBunny paid a visit to residents in a subdivision in EnfieldNS this afternoon With physical distancing mea,"{'reprtrpathealey': 1, 'the': 1, 'easterbunny': 1, 'paid': 1, 'a': 2, 'visit': 1, 'to': 1, 'residents': 1, 'in': 2, 'subdivision': 1, 'enfieldns': 1, 'this': 1, 'afternoon': 1, 'with': 1, 'physical': 1, 'distancing': 1, 'mea': 1}",{},neutral
845,LauraORourke Yall have Wendys in Halifax Course its a thing,"{'lauraorourke': 1, 'yall': 1, 'have': 1, 'wendys': 1, 'in': 1, 'halifax': 1, 'course': 1, 'its': 1, 'a': 1, 'thing': 1}",{},neutral
846,annak Honestly CFL is one of the few sports I dont watchThat being said if Halifax gets a team I may be w ,"{'annak': 1, 'honestly': 1, 'cfl': 1, 'is': 1, 'one': 1, 'of': 1, 'the': 1, 'few': 1, 'sports': 1, 'i': 2, 'dont': 1, 'watchthat': 1, 'being': 1, 'said': 1, 'if': 1, 'halifax': 1, 'gets': 1, 'a': 1, 'team': 1, 'may': 1, 'be': 1, 'w': 1}",{},neutral
847, saranapier Im looking forward to participating in this DalhousieU panel discussion on Tues April 14th at 7 pm Leadership in a C,"{'saranapier': 1, 'im': 1, 'looking': 1, 'forward': 1, 'to': 1, 'participating': 1, 'in': 2, 'this': 1, 'dalhousieu': 1, 'panel': 1, 'discussion': 1, 'on': 1, 'tues': 1, 'april': 1, '14th': 1, 'at': 1, '7': 1, 'pm': 1, 'leadership': 1, 'a': 1, 'c': 1}",{},neutral
848, CcibChris Caption A glorious photograph from a London Aircraft Production Group company album showing a Handley Page Halifax B MkII,"{'ccibchris': 1, 'caption': 1, 'a': 3, 'glorious': 1, 'photograph': 1, 'from': 1, 'london': 1, 'aircraft': 1, 'production': 1, 'group': 1, 'company': 1, 'album': 1, 'showing': 1, 'handley': 1, 'page': 1, 'halifax': 1, 'b': 1, 'mkii': 1}",{'glorious': 1},positive
849, HABlackFilmFest CALL FOR APPLICATIONS  BEING BLACK IN HALIFAX Some great news in these tough timesWere happy to allow Black em,"{'hablackfilmfest': 1, 'call': 1, 'for': 1, 'applications': 1, 'being': 1, 'black': 2, 'in': 2, 'halifax': 1, 'some': 1, 'great': 1, 'news': 1, 'these': 1, 'tough': 1, 'timeswere': 1, 'happy': 1, 'to': 1, 'allow': 1, 'em': 1}","{'great': 1, 'tough': 1, 'happy': 1}",positive
850,JodySmithNFL Happy birthday buddy from Halifax Nova Scotia,"{'jodysmithnfl': 1, 'happy': 1, 'birthday': 1, 'buddy': 1, 'from': 1, 'halifax': 1, 'nova': 1, 'scotia': 1}",{'happy': 1},positive
851, HalifaxBank If youre worried about your money during these uncertain times we can offer some support and options to help Find out,"{'halifaxbank': 1, 'if': 1, 'youre': 1, 'worried': 1, 'about': 1, 'your': 1, 'money': 1, 'during': 1, 'these': 1, 'uncertain': 1, 'times': 1, 'we': 1, 'can': 1, 'offer': 1, 'some': 1, 'support': 1, 'and': 1, 'options': 1, 'to': 1, 'help': 1, 'find': 1, 'out': 1}","{'worried': 1, 'uncertain': 1, 'support': 1}",negative
852,I went to Halifax last August to see ForgeFCHamilton the game was postponed I get excited for the season opener ,"{'i': 2, 'went': 1, 'to': 2, 'halifax': 1, 'last': 1, 'august': 1, 'see': 1, 'forgefchamilton': 1, 'the': 2, 'game': 1, 'was': 1, 'postponed': 1, 'get': 1, 'excited': 1, 'for': 1, 'season': 1, 'opener': 1}",{'excited': 1},positive
853, HalifaxYarmouth Tonight we celebrate the high point of our Easter Triduum Holy Saturday Join AB Mancini and AB Dunn at 800pm Lets,"{'halifaxyarmouth': 1, 'tonight': 1, 'we': 1, 'celebrate': 1, 'the': 1, 'high': 1, 'point': 1, 'of': 1, 'our': 1, 'easter': 1, 'triduum': 1, 'holy': 1, 'saturday': 1, 'join': 1, 'ab': 2, 'mancini': 1, 'and': 1, 'dunn': 1, 'at': 1, '800pm': 1, 'lets': 1}","{'celebrate': 1, 'holy': 1}",positive
854,stillots1 HfxExaminer Heres a secific link ,"{'stillots1': 1, 'hfxexaminer': 1, 'heres': 1, 'a': 1, 'secific': 1, 'link': 1}",{},neutral
855,editor321 RAF Red Arrows Halifax NS ,"{'editor321': 1, 'raf': 1, 'red': 1, 'arrows': 1, 'halifax': 1, 'ns': 1}",{},neutral
856,Excited to share the latest addition to my etsy shop Print from my original oil painting of Halifax Nova Scotia ,"{'excited': 1, 'to': 2, 'share': 1, 'the': 1, 'latest': 1, 'addition': 1, 'my': 2, 'etsy': 1, 'shop': 1, 'print': 1, 'from': 1, 'original': 1, 'oil': 1, 'painting': 1, 'of': 1, 'halifax': 1, 'nova': 1, 'scotia': 1}",{'excited': 1},positive
857,JodySmithNFL I love geography too especially world geographyHappy 12th birthday That was one of my favorite y ,"{'jodysmithnfl': 1, 'i': 1, 'love': 1, 'geography': 1, 'too': 1, 'especially': 1, 'world': 1, 'geographyhappy': 1, '12th': 1, 'birthday': 1, 'that': 1, 'was': 1, 'one': 1, 'of': 1, 'my': 1, 'favorite': 1, 'y': 1}","{'love': 1, 'favorite': 1}",positive
858,939pm 3 Engine West St Halifax paged to respond with 2 Engine on their stuck elevator call by order of 2E,"{'939pm': 1, '3': 1, 'engine': 2, 'west': 1, 'st': 1, 'halifax': 1, 'paged': 1, 'to': 1, 'respond': 1, 'with': 1, '2': 1, 'on': 1, 'their': 1, 'stuck': 1, 'elevator': 1, 'call': 1, 'by': 1, 'order': 1, 'of': 1, '2e': 1}",{'stuck': 1},negative
859,Happy Birthday from Halifax Nova Scotia ,"{'happy': 1, 'birthday': 1, 'from': 1, 'halifax': 1, 'nova': 1, 'scotia': 1}",{'happy': 1},positive
860,Quarantemo night on twitch shellingwolf emo halifax ,"{'quarantemo': 1, 'night': 1, 'on': 1, 'twitch': 1, 'shellingwolf': 1, 'emo': 1, 'halifax': 1}",{},neutral
861,Hope everybody has a great Easter inside this weekend this year Easter2020 Easter StayAtHomeSaveLives ,"{'hope': 1, 'everybody': 1, 'has': 1, 'a': 1, 'great': 1, 'easter': 2, 'inside': 1, 'this': 2, 'weekend': 1, 'year': 1, 'easter2020': 1, 'stayathomesavelives': 1}",{'great': 1},positive
862,Peoples in Archdiocese of Halifax at the cathedral to the right of the sanctuary there are 3 flags Canada Nova Scotia and ,"{'peoples': 1, 'in': 1, 'archdiocese': 1, 'of': 2, 'halifax': 1, 'at': 1, 'the': 3, 'cathedral': 1, 'to': 1, 'right': 1, 'sanctuary': 1, 'there': 1, 'are': 1, '3': 1, 'flags': 1, 'canada': 1, 'nova': 1, 'scotia': 1, 'and': 1}",{'right': 1},positive
863,JodySmithNFL Happy Birthday Brandon Hope you had a wonderful day  Sending you wishes from Halifax Nova Scotia,"{'jodysmithnfl': 1, 'happy': 1, 'birthday': 1, 'brandon': 1, 'hope': 1, 'you': 2, 'had': 1, 'a': 1, 'wonderful': 1, 'day': 1, 'sending': 1, 'wishes': 1, 'from': 1, 'halifax': 1, 'nova': 1, 'scotia': 1}","{'happy': 1, 'wonderful': 1}",positive
864, CcibChris Caption A glorious photograph from a London Aircraft Production Group company album showing a Handley Page Halifax B MkII,"{'ccibchris': 1, 'caption': 1, 'a': 3, 'glorious': 1, 'photograph': 1, 'from': 1, 'london': 1, 'aircraft': 1, 'production': 1, 'group': 1, 'company': 1, 'album': 1, 'showing': 1, 'handley': 1, 'page': 1, 'halifax': 1, 'b': 1, 'mkii': 1}",{'glorious': 1},positive
865,927pm 2 Engine University Ave Halifax paged for a special service call stuck elevator,"{'927pm': 1, '2': 1, 'engine': 1, 'university': 1, 'ave': 1, 'halifax': 1, 'paged': 1, 'for': 1, 'a': 1, 'special': 1, 'service': 1, 'call': 1, 'stuck': 1, 'elevator': 1}",{'stuck': 1},negative
866,The key is drawing up time tables just for walking around your property and observing normal operating controls and ,"{'the': 1, 'key': 1, 'is': 1, 'drawing': 1, 'up': 1, 'time': 1, 'tables': 1, 'just': 1, 'for': 1, 'walking': 1, 'around': 1, 'your': 1, 'property': 1, 'and': 2, 'observing': 1, 'normal': 1, 'operating': 1, 'controls': 1}",{},neutral
867,Halifax Regional Police officer tests positive for COVID19 as NS cases rise to 428  CBC News ,"{'halifax': 1, 'regional': 1, 'police': 1, 'officer': 1, 'tests': 1, 'positive': 1, 'for': 1, 'covid19': 1, 'as': 1, 'ns': 1, 'cases': 1, 'rise': 1, 'to': 1, '428': 1, 'cbc': 1, 'news': 1}",{'positive': 1},positive
868, CcibChris Caption A glorious photograph from a London Aircraft Production Group company album showing a Handley Page Halifax B MkII,"{'ccibchris': 1, 'caption': 1, 'a': 3, 'glorious': 1, 'photograph': 1, 'from': 1, 'london': 1, 'aircraft': 1, 'production': 1, 'group': 1, 'company': 1, 'album': 1, 'showing': 1, 'handley': 1, 'page': 1, 'halifax': 1, 'b': 1, 'mkii': 1}",{'glorious': 1},positive
869, TwitCoast A home valued at 12 million was sold at a public auction for 5495 Here FromTheArchives we share the kingsjournalism,"{'twitcoast': 1, 'a': 2, 'home': 1, 'valued': 1, 'at': 2, '12': 1, 'million': 1, 'was': 1, 'sold': 1, 'public': 1, 'auction': 1, 'for': 1, '5495': 1, 'here': 1, 'fromthearchives': 1, 'we': 1, 'share': 1, 'the': 1, 'kingsjournalism': 1}",{},neutral
870, hfxpublib You can now access PressReader from home PressReader provides access to fullcontent newspapers and magazines from over 120,"{'hfxpublib': 1, 'you': 1, 'can': 1, 'now': 1, 'access': 2, 'pressreader': 2, 'from': 2, 'home': 1, 'provides': 1, 'to': 1, 'fullcontent': 1, 'newspapers': 1, 'and': 1, 'magazines': 1, 'over': 1, '120': 1}",{},neutral
871,Cant sleep ,"{'cant': 1, 'sleep': 1}",{},neutral
872, MaggiesHalifax  THE MAGGIES MIX Our resident DJs have very kindly put together a special Maggies Mix to help fill the void any,"{'maggieshalifax': 1, 'the': 2, 'maggies': 2, 'mix': 2, 'our': 1, 'resident': 1, 'djs': 1, 'have': 1, 'very': 1, 'kindly': 1, 'put': 1, 'together': 1, 'a': 1, 'special': 1, 'to': 1, 'help': 1, 'fill': 1, 'void': 1, 'any': 1}",{'kindly': 1},positive
873,annaheIena listen halifax isnt very close but im considering a lot of things rn ,"{'annaheiena': 1, 'listen': 1, 'halifax': 1, 'isnt': 1, 'very': 1, 'close': 1, 'but': 1, 'im': 1, 'considering': 1, 'a': 1, 'lot': 1, 'of': 1, 'things': 1, 'rn': 1}",{},neutral
874,Can you guess the name of this placecity among the beautiful places around the world  Halifax Nova Scotia ,"{'can': 1, 'you': 1, 'guess': 1, 'the': 3, 'name': 1, 'of': 1, 'this': 1, 'placecity': 1, 'among': 1, 'beautiful': 1, 'places': 1, 'around': 1, 'world': 1, 'halifax': 1, 'nova': 1, 'scotia': 1}",{'beautiful': 1},positive
875,Coronavirus 21 new cases confirmed in Nova Scotia stay home reminder issued  Halifax   ,"{'coronavirus': 1, '21': 1, 'new': 1, 'cases': 1, 'confirmed': 1, 'in': 1, 'nova': 1, 'scotia': 1, 'stay': 1, 'home': 1, 'reminder': 1, 'issued': 1, 'halifax': 1}",{},neutral
876,JodySmithNFL kimmieskitties Happy 12th birthday Brandon From Halifax Nova Scotia Canada,"{'jodysmithnfl': 1, 'kimmieskitties': 1, 'happy': 1, '12th': 1, 'birthday': 1, 'brandon': 1, 'from': 1, 'halifax': 1, 'nova': 1, 'scotia': 1, 'canada': 1}",{'happy': 1},positive
877,JodySmithNFL Greetings from Halifax NS ,"{'jodysmithnfl': 1, 'greetings': 1, 'from': 1, 'halifax': 1, 'ns': 1}",{},neutral
878, globalhalifax I have never been one to beg for help but the federal governments response when it comes to the foodservice industry,"{'globalhalifax': 1, 'i': 1, 'have': 1, 'never': 1, 'been': 1, 'one': 1, 'to': 2, 'beg': 1, 'for': 1, 'help': 1, 'but': 1, 'the': 2, 'federal': 1, 'governments': 1, 'response': 1, 'when': 1, 'it': 1, 'comes': 1, 'foodservice': 1, 'industry': 1}",{'beg': 1},negative
879,JodySmithNFL Looks like you may have one from here already but Happy Birthday from Halifax NS Canada dude,"{'jodysmithnfl': 1, 'looks': 1, 'like': 1, 'you': 1, 'may': 1, 'have': 1, 'one': 1, 'from': 2, 'here': 1, 'already': 1, 'but': 1, 'happy': 1, 'birthday': 1, 'halifax': 1, 'ns': 1, 'canada': 1, 'dude': 1}","{'like': 1, 'happy': 1}",positive
880,2 years up in Halifax I rarely drank when there was tons to do now when there is nothing to do thats all I did so far cheers ,"{'2': 1, 'years': 1, 'up': 1, 'in': 1, 'halifax': 1, 'i': 2, 'rarely': 1, 'drank': 1, 'when': 2, 'there': 2, 'was': 1, 'tons': 1, 'to': 2, 'do': 2, 'now': 1, 'is': 1, 'nothing': 1, 'thats': 1, 'all': 1, 'did': 1, 'so': 1, 'far': 1, 'cheers': 1}",{},neutral
881,HalifaxBank Is Halifax and BankofScotland the same bank,"{'halifaxbank': 1, 'is': 1, 'halifax': 1, 'and': 1, 'bankofscotland': 1, 'the': 1, 'same': 1, 'bank': 1}",{},neutral
882,MovieSceneCan Halifax please,"{'moviescenecan': 1, 'halifax': 1, 'please': 1}",{},neutral
883,sassypants81 We had a Halifax office contest just to see peoples setups  it turned into pics of dogs and cats on ,"{'sassypants81': 1, 'we': 1, 'had': 1, 'a': 1, 'halifax': 1, 'office': 1, 'contest': 1, 'just': 1, 'to': 1, 'see': 1, 'peoples': 1, 'setups': 1, 'it': 1, 'turned': 1, 'into': 1, 'pics': 1, 'of': 1, 'dogs': 1, 'and': 1, 'cats': 1, 'on': 1}",{},neutral
884,Enjoying a barracks  cider from newscotlandbrew corona2020 stayathome greatservice buylocal  South End Halif ,"{'enjoying': 1, 'a': 1, 'barracks': 1, 'cider': 1, 'from': 1, 'newscotlandbrew': 1, 'corona2020': 1, 'stayathome': 1, 'greatservice': 1, 'buylocal': 1, 'south': 1, 'end': 1, 'halif': 1}",{'enjoying': 1},positive
885,Whats happened in Canada since WHO declared COVID19 a pandemic  lokol halifax,"{'whats': 1, 'happened': 1, 'in': 1, 'canada': 1, 'since': 1, 'who': 1, 'declared': 1, 'covid19': 1, 'a': 1, 'pandemic': 1, 'lokol': 1, 'halifax': 1}",{},neutral
886,A home valued at 12 million was sold at a public auction for 5495 Here FromTheArchives we share the ,"{'a': 2, 'home': 1, 'valued': 1, 'at': 2, '12': 1, 'million': 1, 'was': 1, 'sold': 1, 'public': 1, 'auction': 1, 'for': 1, '5495': 1, 'here': 1, 'fromthearchives': 1, 'we': 1, 'share': 1, 'the': 1}",{},neutral
887, timetoaddress Retweet to win a Directline caught out amp silent ladies TShirt in black Sizes available S to XL 1 winner will be a,"{'timetoaddress': 1, 'retweet': 1, 'to': 2, 'win': 1, 'a': 2, 'directline': 1, 'caught': 1, 'out': 1, 'amp': 1, 'silent': 1, 'ladies': 1, 'tshirt': 1, 'in': 1, 'black': 1, 'sizes': 1, 'available': 1, 's': 1, 'xl': 1, '1': 1, 'winner': 1, 'will': 1, 'be': 1}","{'win': 1, 'silent': 1, 'available': 1, 'winner': 1}",positive
888,notorious506 your story deserves some context Irving Beech was built in 1967 Canadas Condederation That was ,"{'notorious506': 1, 'your': 1, 'story': 1, 'deserves': 1, 'some': 1, 'context': 1, 'irving': 1, 'beech': 1, 'was': 2, 'built': 1, 'in': 1, '1967': 1, 'canadas': 1, 'condederation': 1, 'that': 1}",{},neutral
889,Here is the update with donations so far we made with the money from the 1228 cloth face masks i have made and gave ,"{'here': 1, 'is': 1, 'the': 3, 'update': 1, 'with': 2, 'donations': 1, 'so': 1, 'far': 1, 'we': 1, 'made': 2, 'money': 1, 'from': 1, '1228': 1, 'cloth': 1, 'face': 1, 'masks': 1, 'i': 1, 'have': 1, 'and': 1, 'gave': 1}",{},neutral
890, CTVAtlantic UPDATED Second Halifax Transit Driver tests positive for COVID19 ,"{'ctvatlantic': 1, 'updated': 1, 'second': 1, 'halifax': 1, 'transit': 1, 'driver': 1, 'tests': 1, 'positive': 1, 'for': 1, 'covid19': 1}",{'positive': 1},positive
891,Just posted a photo  Halifax Nova Scotia ,"{'just': 1, 'posted': 1, 'a': 1, 'photo': 1, 'halifax': 1, 'nova': 1, 'scotia': 1}",{},neutral
892, CcibChris Caption A glorious photograph from a London Aircraft Production Group company album showing a Handley Page Halifax B MkII,"{'ccibchris': 1, 'caption': 1, 'a': 3, 'glorious': 1, 'photograph': 1, 'from': 1, 'london': 1, 'aircraft': 1, 'production': 1, 'group': 1, 'company': 1, 'album': 1, 'showing': 1, 'handley': 1, 'page': 1, 'halifax': 1, 'b': 1, 'mkii': 1}",{'glorious': 1},positive
893,HRMFireNews hfxtraffic CBCHfxTraffic friend telling me Oakland road is blocked by police cars right now Any ide ,"{'hrmfirenews': 1, 'hfxtraffic': 1, 'cbchfxtraffic': 1, 'friend': 1, 'telling': 1, 'me': 1, 'oakland': 1, 'road': 1, 'is': 1, 'blocked': 1, 'by': 1, 'police': 1, 'cars': 1, 'right': 1, 'now': 1, 'any': 1, 'ide': 1}",{'right': 1},positive
894,New post Alan Walker Butchers in Halifax has been published on Look at our World  ,"{'new': 1, 'post': 1, 'alan': 1, 'walker': 1, 'butchers': 1, 'in': 1, 'halifax': 1, 'has': 1, 'been': 1, 'published': 1, 'on': 1, 'look': 1, 'at': 1, 'our': 1, 'world': 1}",{},neutral
895,CTVChristina Im originally from Ottawa been living in Halifax since 2015 I can access many CTV stations across ,"{'ctvchristina': 1, 'im': 1, 'originally': 1, 'from': 1, 'ottawa': 1, 'been': 1, 'living': 1, 'in': 1, 'halifax': 1, 'since': 1, '2015': 1, 'i': 1, 'can': 1, 'access': 1, 'many': 1, 'ctv': 1, 'stations': 1, 'across': 1}",{},neutral
896,JodySmithNFL AnnesGotClass Happy Birthday Brandon  From Halifax Nova Scotia,"{'jodysmithnfl': 1, 'annesgotclass': 1, 'happy': 1, 'birthday': 1, 'brandon': 1, 'from': 1, 'halifax': 1, 'nova': 1, 'scotia': 1}",{'happy': 1},positive
897, timetoaddress Retweet to win a Directline caught out amp silent ladies TShirt in black Sizes available S to XL 1 winner will be a,"{'timetoaddress': 1, 'retweet': 1, 'to': 2, 'win': 1, 'a': 2, 'directline': 1, 'caught': 1, 'out': 1, 'amp': 1, 'silent': 1, 'ladies': 1, 'tshirt': 1, 'in': 1, 'black': 1, 'sizes': 1, 'available': 1, 's': 1, 'xl': 1, '1': 1, 'winner': 1, 'will': 1, 'be': 1}","{'win': 1, 'silent': 1, 'available': 1, 'winner': 1}",positive
898,Retweet to win a Directline caught out amp silent ladies TShirt in black Sizes available S to XL 1 winner will ,"{'retweet': 1, 'to': 2, 'win': 1, 'a': 1, 'directline': 1, 'caught': 1, 'out': 1, 'amp': 1, 'silent': 1, 'ladies': 1, 'tshirt': 1, 'in': 1, 'black': 1, 'sizes': 1, 'available': 1, 's': 1, 'xl': 1, '1': 1, 'winner': 1, 'will': 1}","{'win': 1, 'silent': 1, 'available': 1, 'winner': 1}",positive
899,SnarkyLorax Dude my family goes all the way back to the Halifax in fact they are the ones that signed the Halifax ,"{'snarkylorax': 1, 'dude': 1, 'my': 1, 'family': 1, 'goes': 1, 'all': 1, 'the': 4, 'way': 1, 'back': 1, 'to': 1, 'halifax': 2, 'in': 1, 'fact': 1, 'they': 1, 'are': 1, 'ones': 1, 'that': 1, 'signed': 1}",{},neutral
900,1cdn1beaver1 BeschlossDC Its a wonderful museum  Ive been several times  Halifax is a wonderful city,"{'1cdn1beaver1': 1, 'beschlossdc': 1, 'its': 1, 'a': 2, 'wonderful': 2, 'museum': 1, 'ive': 1, 'been': 1, 'several': 1, 'times': 1, 'halifax': 1, 'is': 1, 'city': 1}",{'wonderful': 2},positive
901,zooillogical All the cute babies Halifax doesnt seem to appreciate the love though,"{'zooillogical': 1, 'all': 1, 'the': 2, 'cute': 1, 'babies': 1, 'halifax': 1, 'doesnt': 1, 'seem': 1, 'to': 1, 'appreciate': 1, 'love': 1, 'though': 1}","{'cute': 1, 'appreciate': 1, 'love': 1}",positive
902, aoifemacnamara rte For all of us everywhere from Halifax Mikmaqi Canada ShineYourLight LonraighDoSholas ,"{'aoifemacnamara': 1, 'rte': 1, 'for': 1, 'all': 1, 'of': 1, 'us': 1, 'everywhere': 1, 'from': 1, 'halifax': 1, 'mikmaqi': 1, 'canada': 1, 'shineyourlight': 1, 'lonraighdosholas': 1}",{},neutral
903,TomCaseyPhotos I am from Halifax Nova Scotia on the Atlantic Ocean in Canada,"{'tomcaseyphotos': 1, 'i': 1, 'am': 1, 'from': 1, 'halifax': 1, 'nova': 1, 'scotia': 1, 'on': 1, 'the': 1, 'atlantic': 1, 'ocean': 1, 'in': 1, 'canada': 1}",{},neutral
904, troymacfarlane A MrBurns2020 sideburns challenge submission from Halifax to support the OttawaFoodBank  Looking good  Sponsored b,"{'troymacfarlane': 1, 'a': 1, 'mrburns2020': 1, 'sideburns': 1, 'challenge': 1, 'submission': 1, 'from': 1, 'halifax': 1, 'to': 1, 'support': 1, 'the': 1, 'ottawafoodbank': 1, 'looking': 1, 'good': 1, 'sponsored': 1, 'b': 1}","{'support': 1, 'good': 1}",positive
905, ChrisCocek Contrary to reports it is still possible to walkrun through the Commons legally halifax halifaxnoise ,"{'chriscocek': 1, 'contrary': 1, 'to': 2, 'reports': 1, 'it': 1, 'is': 1, 'still': 1, 'possible': 1, 'walkrun': 1, 'through': 1, 'the': 1, 'commons': 1, 'legally': 1, 'halifax': 1, 'halifaxnoise': 1}",{},neutral
906,JodySmithNFL Happy Birthday Brandon from the East Coast of Canada Sending you a sunset from the Northwest Arm ,"{'jodysmithnfl': 1, 'happy': 1, 'birthday': 1, 'brandon': 1, 'from': 2, 'the': 2, 'east': 1, 'coast': 1, 'of': 1, 'canada': 1, 'sending': 1, 'you': 1, 'a': 1, 'sunset': 1, 'northwest': 1, 'arm': 1}",{'happy': 1},positive
907, PetloverHermine THX 4 THE LIKES amp s HondurasARCC HollowManSeries Venture1105 WALTER IS WITH GOOD BONES DOG RESCUE IN HALIF,"{'petloverhermine': 1, 'thx': 1, '4': 1, 'the': 1, 'likes': 1, 'amp': 1, 's': 1, 'hondurasarcc': 1, 'hollowmanseries': 1, 'venture1105': 1, 'walter': 1, 'is': 1, 'with': 1, 'good': 1, 'bones': 1, 'dog': 1, 'rescue': 1, 'in': 1, 'halif': 1}","{'likes': 1, 'good': 1}",positive
908,A MrBurns2020 sideburns challenge submission from Halifax to support the OttawaFoodBank  Looking good  Sponsor ,"{'a': 1, 'mrburns2020': 1, 'sideburns': 1, 'challenge': 1, 'submission': 1, 'from': 1, 'halifax': 1, 'to': 1, 'support': 1, 'the': 1, 'ottawafoodbank': 1, 'looking': 1, 'good': 1, 'sponsor': 1}","{'support': 1, 'good': 1}",positive
909, CcibChris Caption A glorious photograph from a London Aircraft Production Group company album showing a Handley Page Halifax B MkII,"{'ccibchris': 1, 'caption': 1, 'a': 3, 'glorious': 1, 'photograph': 1, 'from': 1, 'london': 1, 'aircraft': 1, 'production': 1, 'group': 1, 'company': 1, 'album': 1, 'showing': 1, 'handley': 1, 'page': 1, 'halifax': 1, 'b': 1, 'mkii': 1}",{'glorious': 1},positive
910,ChrissyDawnVee Do you deliver To Halifax,"{'chrissydawnvee': 1, 'do': 1, 'you': 1, 'deliver': 1, 'to': 1, 'halifax': 1}",{},neutral
911,THX 4 THE LIKES amp s HondurasARCC HollowManSeries Venture1105 WALTER IS WITH GOOD BONES DOG RESCUE IN HA ,"{'thx': 1, '4': 1, 'the': 1, 'likes': 1, 'amp': 1, 's': 1, 'hondurasarcc': 1, 'hollowmanseries': 1, 'venture1105': 1, 'walter': 1, 'is': 1, 'with': 1, 'good': 1, 'bones': 1, 'dog': 1, 'rescue': 1, 'in': 1, 'ha': 1}","{'likes': 1, 'good': 1}",positive
912,Northwest Arm Halifax ,"{'northwest': 1, 'arm': 1, 'halifax': 1}",{},neutral
